Id,ActivityDate,TotalSteps,Calories,VeryActiveMinutes
7007744171,2016-04-19,14194,2812,53
7007744171,2016-04-20,15566,3096,60
7007744171,2016-04-21,13744,2763,30
7007744171,2016-04-22,15299,2889,64
7007744171,2016-04-23,8093,2284,2
7007744171,2016-04-24,11085,2667,0
7007744171,2016-04-25,18229,3055,51
7007744171,2016-04-26,15090,2939,16
7007744171,2016-04-27,13541,2830,50
7007744171,2016-04-28,15128,2836,16
7007744171,2016-04-29,20067,3180,55
7007744171,2016-04-30,3761,2051,0
7007744171,2016-05-01,5600,2225,0
7007744171,2016-05-02,13041,2642,64
7007744171,2016-05-03,14510,2976,58
7007744171,2016-05-04,0,1557,0
7007744171,2016-05-05,15010,2933,53
7007744171,2016-05-06,11459,2553,44
7007744171,2016-05-07,0,120,0
7086361926,2016-04-12,11317,2772,59
7086361926,2016-04-13,5813,2516,31
7086361926,2016-04-14,9123,2734,35
7086361926,2016-04-15,8585,2395,30
7086361926,2016-04-16,31,1635,0
7086361926,2016-04-17,0,1629,0
7086361926,2016-04-18,9827,2743,61
7086361926,2016-04-19,10688,2944,67
7086361926,2016-04-20,14365,2997,87
7086361926,2016-04-21,9469,2463,19
7086361926,2016-04-22,9753,2846,58
7086361926,2016-04-23,2817,1965,0
7086361926,2016-04-24,3520,2049,0
7086361926,2016-04-25,10091,2752,69
7086361926,2016-04-26,10387,2781,70
7086361926,2016-04-27,11107,2693,55
7086361926,2016-04-28,11584,2862,54
7086361926,2016-04-29,7881,2616,24
7086361926,2016-04-30,14560,2995,42
7086361926,2016-05-01,12390,2730,30
7086361926,2016-05-02,10052,2754,66
7086361926,2016-05-03,10288,2754,57
7086361926,2016-05-04,10988,2655,45
7086361926,2016-05-05,8564,2386,24
7086361926,2016-05-06,12461,2924,84
7086361926,2016-05-07,12827,2739,20
7086361926,2016-05-08,10677,2534,32
7086361926,2016-05-09,13566,2960,67
7086361926,2016-05-10,14433,2800,72
7086361926,2016-05-11,9572,2735,57
7086361926,2016-05-12,3789,1199,5
8053475328,2016-04-12,18060,3186,116
8053475328,2016-04-13,16433,3140,95
8053475328,2016-04-14,20159,3411,119
8053475328,2016-04-15,20669,3410,132
8053475328,2016-04-16,14549,2867,96
8053475328,2016-04-17,18827,3213,111
8053475328,2016-04-18,17076,3133,102
8053475328,2016-04-19,15929,3114,90
8053475328,2016-04-20,15108,3043,89
8053475328,2016-04-21,16057,3103,100
8053475328,2016-04-22,10520,2655,60
8053475328,2016-04-23,22359,3554,125
8053475328,2016-04-24,22988,3577,129
8053475328,2016-04-25,20500,3403,118
8053475328,2016-04-26,12685,2846,68
8053475328,2016-04-27,12422,2852,60
8053475328,2016-04-28,15447,3062,90
8053475328,2016-04-29,12315,2794,58
8053475328,2016-04-30,7135,2408,27
8053475328,2016-05-01,1170,1886,0
8053475328,2016-05-02,1969,1988,0
8053475328,2016-05-03,15484,3023,87
8053475328,2016-05-04,14581,2918,89
8053475328,2016-05-05,14990,2950,93
8053475328,2016-05-06,13953,2859,90
8053475328,2016-05-07,19769,3331,121
8053475328,2016-05-08,22026,3589,125
8053475328,2016-05-09,12465,2765,66
8053475328,2016-05-10,14810,2926,96
8053475328,2016-05-11,12209,2809,60
8053475328,2016-05-12,4998,1505,28
8253242879,2016-04-12,9033,2044,40
8253242879,2016-04-13,8053,1935,35
8253242879,2016-04-14,5234,1705,29
8253242879,2016-04-15,2672,1632,0
8253242879,2016-04-16,9256,1880,6
8253242879,2016-04-17,10204,2112,41
8253242879,2016-04-18,5151,1829,16
8253242879,2016-04-19,4212,1763,0
8253242879,2016-04-20,6466,1931,5
8253242879,2016-04-21,11268,2218,49
8253242879,2016-04-22,2824,1651,0
8253242879,2016-04-23,9282,2132,30
8253242879,2016-04-24,8905,1976,41
8253242879,2016-04-25,6829,1909,7
8253242879,2016-04-26,4562,1813,19
8253242879,2016-04-27,10232,2008,45
8253242879,2016-04-28,2718,1580,11
8253242879,2016-04-29,6260,1854,16
8253242879,2016-04-30,0,0,0
8378563200,2016-04-12,7626,3635,65
8378563200,2016-04-13,12386,4079,116
8378563200,2016-04-14,13318,4163,123
8378563200,2016-04-15,14461,3666,60
8378563200,2016-04-16,11207,3363,64
8378563200,2016-04-17,2132,2572,0
8378563200,2016-04-18,13630,4157,117
8378563200,2016-04-19,13070,4092,120
8378563200,2016-04-20,9388,3787,82
8378563200,2016-04-21,15148,4236,137
8378563200,2016-04-22,12200,4044,113
8378563200,2016-04-23,5709,2908,19
8378563200,2016-04-24,3703,2741,0
8378563200,2016-04-25,12405,4005,117
8378563200,2016-04-26,16208,3763,90
8378563200,2016-04-27,7359,3061,4
8378563200,2016-04-28,5417,2884,11
8378563200,2016-04-29,6175,2982,3
8378563200,2016-04-30,2946,2660,0
8378563200,2016-05-01,11419,3369,71
8378563200,2016-05-02,6064,3491,63
8378563200,2016-05-03,8712,3784,71
8378563200,2016-05-04,7875,3110,19
8378563200,2016-05-05,8567,3783,66
8378563200,2016-05-06,7045,3644,74
8378563200,2016-05-07,4468,2799,0
8378563200,2016-05-08,2943,2685,0
8378563200,2016-05-09,8382,3721,71
8378563200,2016-05-10,6582,3586,63
8378563200,2016-05-11,9143,3788,72
8378563200,2016-05-12,4561,1976,8
8583815059,2016-04-12,5014,2650,0
8583815059,2016-04-13,5571,2654,2
8583815059,2016-04-14,3135,2443,0
8583815059,2016-04-15,3430,2505,0
8583815059,2016-04-16,5319,2693,0
8583815059,2016-04-17,3008,2439,0
8583815059,2016-04-18,3864,2536,4
8583815059,2016-04-19,5697,2668,7
8583815059,2016-04-20,5273,2647,0
8583815059,2016-04-21,8538,2883,35
8583815059,2016-04-22,8687,2944,4
8583815059,2016-04-23,9423,3012,7
8583815059,2016-04-24,8286,2889,2
8583815059,2016-04-25,4503,2547,18
8583815059,2016-04-26,10499,3093,1
8583815059,2016-04-27,12474,3142,77
8583815059,2016-04-28,6174,2757,0
8583815059,2016-04-29,15168,3513,46
8583815059,2016-04-30,10085,3164,2
8583815059,2016-05-01,4512,2596,10
8583815059,2016-05-02,8469,2894,0
8583815059,2016-05-03,12015,3212,0
8583815059,2016-05-04,3588,2516,0
8583815059,2016-05-05,12427,3266,0
8583815059,2016-05-06,5843,2683,2
8583815059,2016-05-07,6117,2810,0
8583815059,2016-05-08,9217,2940,3
8583815059,2016-05-09,9877,2947,66
8583815059,2016-05-10,8240,2846,9
8583815059,2016-05-11,8701,2804,5
8583815059,2016-05-12,0,0,0
8792009665,2016-04-12,2564,2044,0
8792009665,2016-04-13,1320,1934,0
8792009665,2016-04-14,1219,1963,0
8792009665,2016-04-15,2483,2009,0
8792009665,2016-04-16,244,1721,0
8792009665,2016-04-17,0,1688,0
8792009665,2016-04-18,0,1688,0
8792009665,2016-04-19,0,1688,0
8792009665,2016-04-20,3147,2188,0
8792009665,2016-04-21,144,1720,0
8792009665,2016-04-22,4068,2419,1
8792009665,2016-04-23,5245,2748,8
8792009665,2016-04-24,400,1799,3
8792009665,2016-04-25,0,1688,0
8792009665,2016-04-26,1321,1928,0
8792009665,2016-04-27,1758,2067,0
8792009665,2016-04-28,6157,2780,0
8792009665,2016-04-29,8360,3101,6
8792009665,2016-04-30,7174,2896,10
8792009665,2016-05-01,1619,1962,0
8792009665,2016-05-02,1831,2015,0
8792009665,2016-05-03,2421,2297,0
8792009665,2016-05-04,2283,2067,0
8792009665,2016-05-05,0,1688,0
8792009665,2016-05-06,0,1688,0
8792009665,2016-05-07,0,1688,0
8792009665,2016-05-08,0,1688,0
8792009665,2016-05-09,0,1688,0
8792009665,2016-05-10,0,57,0
8877689391,2016-04-12,23186,3921,85
8877689391,2016-04-13,15337,3566,108
8877689391,2016-04-14,21129,3793,68
8877689391,2016-04-15,13422,3934,106
8877689391,2016-04-16,29326,4547,94
8877689391,2016-04-17,15118,3545,58
8877689391,2016-04-18,11423,2761,29
8877689391,2016-04-19,18785,3676,82
8877689391,2016-04-20,19948,3679,73
8877689391,2016-04-21,19377,3659,82
8877689391,2016-04-22,18258,3427,61
8877689391,2016-04-23,11200,3891,102
8877689391,2016-04-24,16674,3455,64
8877689391,2016-04-25,12986,3802,113
8877689391,2016-04-26,11101,2860,22
8877689391,2016-04-27,23629,3808,93
8877689391,2016-04-28,14890,3060,58
8877689391,2016-04-29,9733,2698,18
8877689391,2016-04-30,27745,4398,124
8877689391,2016-05-01,10930,2786,36
8877689391,2016-05-02,4790,2189,0
8877689391,2016-05-03,10818,2817,19
8877689391,2016-05-04,18193,3477,66
8877689391,2016-05-05,14055,3052,67
8877689391,2016-05-06,21727,4015,96
8877689391,2016-05-07,12332,4142,105
8877689391,2016-05-08,10686,2847,17
8877689391,2016-05-09,20226,3710,73
8877689391,2016-05-10,10733,2832,18
8877689391,2016-05-11,21420,3832,88
8877689391,2016-05-12,8064,1849,23
